personId,movieId,characters
17140,3638,Zoe
1276,3638,Paula
33430,3638,Leah
12438,3638,Therapist
31713,3638,Sean
4888,3638,Bernadette
33432,3638,Christine
37153,3638,Charlotte
3092,12085,Bridget Cardigan
15758,12085,Nina Brewster
3897,12085,Jackie Truman
12836,12085,Don Cardigan
25877,12085,Barry
17401,12085,Glover
63296,12085,Mandelbrot
4443,12085,Bryce Arbogast
66528,12085,Shaun
129176,42979,Princess Leia Organa:Girl:Various (voice)
78317,42979,Luke Skywalker (voice)
33197,42979,Jar Jar Binks:AT-AT Driver (voice)
13922,42979,The Nerd:Qui-Gon Jinn:Ponda Baba:Max Rebo
21132,42979,Darth Vader (voice)
2,42979,Luke Skywalker (voice)
16620,42979,Abraham Lincoln (voice)
1,42979,Himself (voice)
56890,42979,Orientation Instructor (voice)
52139,42979,Emperor Palpatine (voice)
17051,9044,Tristan
3971,9044,Isolde
17328,9044,Marke
2482,9044,Donnchadh (as David Patrick O'Hara)
73968,9044,Melot
2983,9044,Wictred
33399,9044,Bragnae
136152,9044,Leon
76968,9044,Simon
974,9044,Orick
14405,9907,Daisy the Cow
32895,9907,Otis the Cow
16431,9907,Ben the Cow
2047,9907,Miles the Mule
27102,9907,Bessy the Cow
28638,9907,Dag the Coyote
1533,9907,Etta the Hen
31531,9907,Bud the Cow:Officer O'Hanlon
60272,9907,Freddy the Ferret
34521,9907,Igg the Cow
60274,9907,Pig the Pig
4489,9907,Snotty Boy:Mr. Beady:Snotty Boy's Father
60277,9907,Root the Rooster
60278,9907,Mrs. Beady
43125,9907,Peck the Rooster:Gopher
23880,10049,Cmdr. Marshall Lawson
53917,10049,Werner
1248,9927,Gary Barker
9656,9927,Steve Barker
25541,9927,Lynn Sheridan
60671,9927,Stavi
15032,9927,Glen
5375,9927,Winston
60668,9927,Thomas
13643,9927,Rudy
33016,9927,Frankie
60673,9927,Steve Levy
60672,9927,David Patrick
40325,4977,Paprika:Atsuko
40327,4977,Tokita Kohsaku
40328,4977,Osanai Morio
40330,4977,Inui Sei-jiroh
40331,4977,Himuro Kei
1678,4977,Tsumura Yasushi
40333,4977,Jin-nai
40334,4977,Kuga
40451,4977,Kogawa Toshimi
45210,9885,Mick Taylor
150899,217923,Ruiji
936431,217923,
138114,217923,
12672,217923,
109809,217923,Dr. Wang Pu
5695,1696,Captain Spaulding:James Cutter
27737,1696,Otis B. Driftwood
21319,1696,Baby Firefly:Vera-Ellen
4520,1696,Sheriff John Quincy Wydel
15070,1696,Charlie Altamont
8295,1696,Tiny Firefly
22252,1696,Mother Firefly
18071,1696,Roy Sullivan
23648,1696,Gloria Sullivan
35701,1696,Officer Ray Dobson
37027,1696,Adam Banjo
11160,1696,Rondo
86903,1696,Billy Ray Snapper
27736,1696,Lieutenant George Wydell
7073,1696,Clevon
15500,1696,Susan
77256,1696,Casey
44936,1696,Fanny
100552,1696,Abbie
43774,1696,Morris Green
11804,1696,Dr. Bankhead
52023,1696,Sheriff Ken Dwyer
9832,1696,Rufus
62596,1696,Officer with Gas Mask
16927,7229,Quentin
1003,7229,Ruby
35896,7229,Commissaire Vernet
10839,7229,Katia
6024,7229,Jambier
21170,7229,Nosberg
18177,7229,Psychiatre
53203,7229,Mauricet
15482,7229,Rocco
53204,7229,Raffi
13689,7229,Martineau
328,14846,Stacy
18686,14846,Barb
8534,14846,Kippie Kann
17402,14846,Derek
60633,14846,Ira
74651,14846,Lulu Fritz
86034,14846,Joyce
80591,14846,Dr. Rachel Keyes
130749,14846,Larry
101,64,Alicia
398,64,Lydia
1610,64,Benigno
3618,64,Marco
400,64,Katerina Bilova
3623,64,Ángela
2759,64,Matilde
3624,64,Niño de Valencia
3482,64,Concierge
3627,64,Amparo
1602,64,Alfredo
58197,21972,Calvin Cambridge
9779,21972,Tracey Reynolds
67778,21972,Murph
88123,21972,Reg Stevens
88124,21972,Ox
1064,21972,Stan Bittleman
32394,21972,Sister Theresa
5694,21972,Coach Wagner
26510,21972,Frank Bernard
142108,51481,Abby Hanover
144288,51481,Mandi DuPont
1032810,51481,Hope
51857,51481,Principal Duvall
130567,51481,Jo
86132,51481,Chastity
57251,51481,Rod Mitchell
935201,51481,Tyler Adams
70945,11891,"""The Chosen One"""
70947,11891,"""Chew Fat Lip"""
4489,11891,The Chosen One
6807,4912,Chuck Barris
69597,4912,Penny
1204,4912,Patricia Watson
585,4912,Keeler
1892,4912,"Matt, 2nd Bachelor"
287,4912,"Brad, 1st Bachelor"
1461,4912,CIA Agent Jim Byrd
1888,4912,Larry Goldberg
39995,4912,Chuck
1080265,4912,Simon Oliver
170880,4912,Georgia
1579,4912,Debbie
1206,12448,Hugo
33259,12448,Madellaine
3999,12448,Quasimodo
20749,12448,Victor (voice)
8945,12448,Phoebus
21731,12448,Sarousch (voice)
3416,12448,Esmeralda
9640,12448,Zephyr (voice)
18736,12448,Laverne (voice)
12077,12448,Archdeacon (voice)
15831,12448,Achilles:Djali (voice)
205,10691,Nicole Oakley
19487,10691,Carlos Nuñez
52374,10691,Tom Oakley
59620,38961,Tamara Drewe
11279,38961,Nicholas Hardiment
55470,38961,Ben Sergeant
550552,38961,Jody Long
114019,38961,Andy Cobb
120931,38961,Beth Hardiment
33399,38961,Eustacia
195274,38961,Tess
6856,2163,"Jeffrey "" Jeff "" Taylor"
22131,2163,"Warren "" Red "" Barr"
8183,2163,Amy Taylor
22132,2163,Earl
22133,2163,Billy
16937,2163,Sheriff Boyd
22134,2163,Al
7221,2163,Arleen Bar
9284,2163,Calhoun
12497,845,Guy Haines
12498,845,Anne Morton
12499,845,Bruno Anthony
2642,845,Sen. Morton
12500,845,Barbara Morton
10926,845,Mrs. Cunningham
12501,845,Mrs. Anthony
12502,845,Mr. Anthony
5792,845,Police Capt. Turley
12503,845,Prof. Collins
12504,845,Leslie Hennessy
12505,845,Miriam Joyce Haines
348497,845,Elderly man crawling under carousel
34130,845,Hammond
40241,11533,Jason
69763,11533,Medea
24819,11533,Acastus
69764,11533,Argos
93163,11533,Zeus
30705,11533,Hermes
89065,11533,Pelias
13331,11533,King Aeetes
9907,11533,Hera
96759,11533,Hylas
11840,11533,Phineas
29909,11533,Hercules
4347,982,Capt.:Maj. Bennett Marco
7302,982,Eugenie Rose Chaney
14729,982,Raymond Shaw
14730,982,Mrs. Iselin
14731,982,Chunjin
14732,982,Sen. John Yerkes Iselin
14733,982,Jocelyn Jordan
1943,982,Sen. Thomas Jordan
3342,982,Cpl. Allen Melvin
14735,982,Col. Milt
14736,982,Zilkov
89834,982,Secretary of Defense
34497,982,Holborn Gaines
387961,982,Female Berezovo
6384,9886,Johnny Mnemonic
2133,9886,Jane
3317,9886,Takahashi
21411,9886,J-Bone
16644,9886,Street Preacher
9290,9886,Spider
23378,9886,Anna Kalmann
1646,9886,Ralfi
122159,9886,Pretty
87461,9886,Hooky
43301,9886,Takahashi's Secretary
64888,9886,Viet
95002,9886,Toad
182946,9886,Pharmakom Security Officer
5676,422,Guido Anselmi
4959,422,Claudia
5682,422,Luisa Anselmi
5683,422,Carla
5684,422,Rossella
5685,422,Gloria Morin
5686,422,La signora misteriosa
5688,422,"Pace, il produttore"
28641,2759,Ralph:Bernadette Bassenger
1331,2759,Anthony Belrose:Mitzi Del Bra
529,2759,Adam Whitely:Felicia Jollygoodfellow
23,2759,Bob
67773,9099,Master Sergeant Ernest G. Bilko
707,9099,Colonel John T. Hall
14104,9099,Major Colin Thorn
21104,9099,Rita Robbins
2632,9099,1st Lt. Oster
1954,9059,The Collector
6573,9059,Frank Brayker
9575,9059,Jeryline
32290,9059,Cordelia
30485,9059,Irene
31365,9059,Crypt Keeper
102441,9059,Uncle Willy
19159,9059,Roach
24046,9059,Sheriff Tupper
15439,9059,Deputy Bob Martel
12826,9059,Wally Enfield
956719,9059,Homer
43068,9059,Wanda
166406,9059,Danny
97780,9059,Party babe
287,4477,Frankie McGuire
3,4477,Tom O'Meara
12041,4477,Bridget O'Meara
8985,4477,Sheila O'Meara
2049,4477,Edwin Diaz
4515,4477,Billy Burke
38337,4477,Peter Fitzsimmons
14312,4477,Chief Jim Kelly
11317,4477,Megan Doherty
37891,4477,Harry Sloan
38339,4477,Sean Phelan
2482,4477,Martin MacDuf
1269,9922,The Postman
883,9922,General Bethlehem
11616,9922,Abby
18291,9922,Ford Lincoln Mercury
60642,9922,Bridge City Mayor
1771,9922,Bandit 20
785,9922,Idaho
1473,9922,Pineview Sheriff Briscoe
82519,9922,Luke
6774,9922,Colonel Getty
167565,9922,Old George
152759,9922,Ellen March
127070,9922,Woody
21484,9922,Gibbs
16937,9922,Mercer
52647,9922,Billy
43858,9922,Eddie March
157412,9922,"Michael, Abby's Husband"
31140,9922,"Hope, the Postman's daughter"
61303,11708,Caractacus Potts
70307,11708,Truly Scrumptious
30706,11708,Grandpa Potts
9908,11708,Baron Bomburst
10599,11708,Baroness Bomburst
55879,11708,Toymaker
81463,11708,Child Catcher
141799,11708,Jemima Potts
141800,11708,Jeremy Potts
9906,11708,George Coggins
11334,763,Mum
2880,10414,Gordon Bombay
14324,10414,Hans
65019,10414,Coach Jack Reilly
14792,10414,Mr. Gerald Ducksworth
11866,10414,Charlie Conway
147499,10414,Greg Goldberg
184180,10414,
20220,10414,Fulton Reed
277101,10414,Tommy Duncan
22223,10414,Connie Moreau
5341,11046,"Maj. Jonathan Smith, MC"
190,11046,Lt. Morris Schaffer
67916,11046,Mary Elison
67917,11046,"Col. Wyatt Turner, DSO MC"
39741,11046,Adm. Rolland
38358,11046,Christiansen
183207,11046,Berkeley
16271,11046,Thomas
251,11046,Gen. George Carnaby
102663,11046,Sgt. Harrod
2601,11046,Sgt. Jock MacPherson
75395,11046,Carpenter
97935,11046,Col. Kramer
26557,11046,Rosemeyer
119360,11046,Col. Weissner
83739,11046,Heidi
11856,10436,Newland Archer
1160,10436,Ellen Olenska
1920,10436,May Welland
65284,10436,Louisa van der Luyden
400,10436,Mrs. Welland
378,10436,Rivière
20766,10436,Larry Lefferts
8224,10436,Sillerton Jackson
54782,10436,Regina Beaufort
14344,10436,Julius Beaufort
6199,10436,Mrs. Mingott
3796,10436,Henry van der Luyden
109410,10436,Narrator (voice)
2692,10436,Ted Archer
35515,10436,Mingott Maid
205,1443,Lux Lisbon
4512,1443,Mr. Lisbon
3391,1443,Mrs. Lisbon
2299,1443,Trip Fontaine
17236,1443,Mary Lisbon
17239,1443,Bonnie Lisbon
349,1443,Father Moody
518,1443,Dr. Horniker
17242,1443,Paul Baldino
17243,1443,Tim Weiner
17244,1443,Joe Hill Conley
1771,1443,Narrator
204997,1443,Cecilia Lisbon
81098,1443,Dominic Palazzolo
3380,705,Margo Channing
10606,705,Eve Harrington
3361,705,Addison DeWitt
10607,705,Karen Richards
10608,705,Bill Sampson
10609,705,Lloyd Richards
10610,705,Max Fabian
10611,705,Phoebe
3149,705,Miss Caswell
7684,705,Birdie Coonan
50833,705,Aged Actor
109407,705,Girl
31350,705,Leading Man
1024546,705,Doorman
121323,705,Awards ceremony guest who congratulates Anne Baxter
521,6878,Chance
18156,6878,Shadow
35,6878,Sassy
38670,10053,Jill Johnson
55775,10053,Tiffany Madison
2478,10053,Stranger
49271,10053,Bobby
9048,10053,Ben Johnson
9128,10053,Dr. Mandrakis
59697,10053,Kelly Mandrakis
62561,10053,Scarlet
62562,10053,Officer Burroughs
62563,10053,Will Mandrakis
62564,10053,Allison Mandrakis
62565,10053,Officer Lewis
62572,10053,Officer
2228,13342,Jeff Spicoli
10431,13342,Stacy Hamilton
777,13342,Brad Hamilton
61217,13342,Mike Damone
118946,13342,Mark 'Rat' Ratner
16171,13342,Linda Barrett
4093,13342,Mr. Hand
9997,13342,Arnold
3418,13342,Mr. Vargas
13656,13342,Lisa
2178,13342,Charles Jefferson
83151,13342,Cindy
7036,13342,Stoner Bud
2963,13342,Brad's Bud
11085,13342,Stoner Bud
16927,12157,Georges Faure
1533,12157,Brontë Mitchell Faure
10739,12157,Lauren Adler
17179,12157,Phil
723,1880,Jed
2878,1880,Robert
1063,1880,Erica
2884,1880,Daryl
6952,1880,Matt
722,1880,Toni
19737,1880,Danny
8258,1880,Mr. Mason
5048,1880,Mr. Eckert
98102,1880,Strelnikov
6280,1880,Lt. Col. Andrew 'Andy' Tanner
6065,17692,Michael 'Mike' Brody
29710,17692,Kathryn Morgan
24743,17692,Philip FitzRoyce
20959,17692,Calvin Bouchard
21475,17692,Sean Brody
1063,17692,Kelly Ann Bukowski
989,17692,Jack Tate
11856,10161,Christy Brown
18345,10161,Mrs. Brown
41285,10161,Sharon
27993,1694,Herbert West
27994,1694,Dan Cain
27995,1694,Megan Halsey
27996,1694,Dr. Carl Hill
22048,1694,Dean Alan Halsey
37029,1694,Melvin the Re-Animated
738,11583,Edward Pierce
55636,11583,Robert Agar
57399,11583,Miriam
14820,11583,Edgar Trent
190,17689,Ben Shockley
66223,17689,Gus Mally
3798,17689,Joesphson
46099,17689,Blakelock
16555,17689,Constable
101172,17689,Feyderspiel
56923,17689,Jail Matron
11684,8703,Popelka
22343,8703,matka
6270,8703,král
55730,8703,Dora
55732,8703,Vinzek
77375,8703,Präzeptor
6837,8333,Lt. Zachary Garber
8606,8333,Mr. Blue - Bernard Ryder
1936,8333,Mr. Green - Harold Longman
1210,8333,Mr. Gray - Joe Welcome
53285,8333,Mr. Brown - George Steever
14542,8333,Denny Doyle
14835,8333,Frank Correll
26042,8333,Lt. Rico Patrone
45863,8333,Mayor's Wife
70131,11953,Shingen Takeda:Kagemusha
70626,11953,Nobukado Takeda
70133,11953,Sohachiro Tsuchiya
7453,11953,Taguchi Gyobu
70134,11953,Nobunaga Oda
19857,11953,Otsuyanokata
72605,11953,Oyunokata
936,12310,Athos
21462,12310,Constance de Bonancieux
28906,12310,Aramis
13919,12310,D'Artagnan
113,12310,Rochefort
400,12310,Queen Anne of Austria
6450,12310,Milady
3463,12310,Planchet
10505,12310,Felton
93430,12310,Maid Kitty
31349,12310,Jussac
100409,12310,
29540,12310,Duke of Buckingham
19162,12310,Louis XIII (as Jean Pierre Cassel)
13565,5916,Doc McCoy
46597,5916,Carol McCoy
8258,5916,Jack Beynon
3091,5916,Rudy Butler
49352,5916,Fran Clinton
14253,5916,Cowboy
3174,5916,Dieb
49353,5916,Harold Clinton
6463,5916,Laughlin
12410,5916,Frank Jackson
12298,5916,Cully
33321,3604,Flash Gordon
33322,3604,Dale Arden
2201,3604,Kaiser Ming
10501,3604,Dr. Hans Zarkov
27163,3604,Princess Aura
10669,3604,Prince Barin
13474,3604,Fico
8318,3604,Prince Vultan
663,3604,Munson
22529,3604,Klytus
25810,3604,Kala
33323,3604,Arborian Priest
12690,3604,Luro
694,3604,"Zogi, the High Priest"
115705,3604,Serving Girl
190,8348,Thunderbold
1229,8348,Lightfoot
18071,8348,Eddie Goody
40431,8348,Melody
2048,8348,Curly
12950,8348,Red Leary
12298,8348,Dunlop
133952,8348,Welder
16555,8348,Crazy Driver
14069,8348,Mario Pinski
6463,8348,Station Attendant
41279,8348,Used Car Salesman
37041,8491,Larry Wilson
55265,8491,Richard Parker
55266,8491,Gwen Saunders
55267,8491,Bernie Lomax
41262,8491,"Paulie, Vito's Hit Man"
55269,8491,Tawny
15531,925,Da Mayor
1004,925,Sal
4808,925,Buggin Out
6396,925,Vito
5281,925,Mookie
15532,925,Mother Sister
5502,925,Radio Raheem
4810,925,Tina
13936,925,Coconut Sid
2231,925,Mister Señor Love Daddy
1241,925,Pino
78029,925,Cee
21175,33701,Jean-Claude Dusse
64913,33701,Gigi
28781,33701,Jérôme
21177,33701,Popeye
21171,33701,Bernard
35137,33701,Nathalie
1972,33701,Christiane
350,8643,Erin Bruner
207,8643,Father Moore
55152,8643,Ethan Thomas
53828,8643,Emily Rose
6074,8643,Dr. Mueller
54782,8643,Judge Brewster
10132,8643,Karl Gunderson
81667,14128,Cinderella
35219,14128,Gus
11318,14128,Prudence
15831,14128,Pom Pom:Lucifer
31468,14128,Prince Charming
43125,14128,Jaq:Baker:Sir Hugh
34983,14128,Anastasia
517,2575,"Andrew "" Andy "" Osnard"
118,2575,"Harold "" Harry "" Pendel"
8944,2575,Louisa Pendel
10839,2575,Marta
2039,2575,"Michelangelo "" Mickie "" Abraxas"
26157,2575,Uncle Benny
2462,2575,Francesca Deane
10980,2575,Mark Pendel
1173,2575,Rafi Domingo
2090,173,Ned Land
2091,173,Captain Nemo
2092,173,Prof. Pierre Arronax
2094,173,Conseil
2096,173,First Mate of the Nautilus
2097,173,Capt. Farragut
2098,173,John Howard
2099,173,Billy
2101,173,Coach Driver
10722,9267,Bruder:Britischer Fußgänger:Mr. Harrison (Apricot):Sergeant-Major:'Hell's Grannies' Polizist:Jimmy Blankensop:Sir Edward Ross:Restaurantgast Nr. 1:Briefschreiber:Oliver St. John Mollusk
8930,9267,Ansager:Ungarischer Man:Selbstverteidigungs-Lehrer:Sir George Head:Polizist:Interviewer:Mr. Praline:Zweiter General:Christopher Columbus:Mungo der Koch:Bankräuber:Buchhalter Nr. 2:Berufsberater:Vivian Smith Smythe Smith
280,9267,Selbstverteidigende Nonne:Exhibitionist:Onkel Sam:Raupenfahrer:Schildhalter
10713,9267,Staatsanwalt:Eheberater:Arthur Nudge:Selbstverteidigungs-Schüler Nr. 4:'Hell's Grannies' Analytiker:Arthur Wilson:Arthur Wilson 2:Nachtclub Moderator:Linkman:Erster General:Restaurant Manager:Dessous-Ladenbesitzer:Buchhalter Nr. 1
10707,9267,Inspizient:Tabakhändler:Zweiter Ungare:Gutsherr:Selbstverteidigungs-Schüler Nr. 3:Mieter Nr. 1:Exhibitionist:Mäuse Organist Ken Ewing:Dicker Soldat:Ober:Nackter Organist:Brian:Nigel Incubator Jones
383,9267,Mann mit Kassettenrekorder:Phrasebook Autor:Arthur Pewtey:Selbstverteidigungs-Schüler Nr. 2:Mieter Nr. 2:Portemonaie-Verlierer:Shrill Petrol Ansager:Milchmann:Ernest Scribbler:Bevis:Oberkellner Gilberto:Herbert Anchovy:Gervais Broo
10733,9267,Dierdre Pewtey:Storyteller:Milkman Collector:Restaurant Patron #2:Elsbeth
149979,9267,Best Girl
4432,44113,Madylyn
380,44113,Jack Mabry
819,44113,Gerald Creeson
63,44113,Lucetta
192,62837,Dr. McCarthy
15852,62837,Lorraine Nelson
18688,62837,Dr. Clay Haskett
18052,62837,Sawyer Nelson
10823,62837,Reed Haskett
1472,62837,Mr. Doyle
36926,62837,Gloria Forrest
207549,256274,Scarlett
78431,256274,George
56679,256274,Benji
28190,256274,Scarlett's Father
10814,15070,Monroe Hutchen
10182,15070,George 'Iceman' Chambers
2314,15070,Mendy Ripstein
12132,15070,A.J. Mercker
288,15070,Jesus 'Chuy' Campos
15853,15070,Mingo Pace
26473,15070,James 'Ratbag' Kroycek
87108,15070,Yank Lewis
33457,15070,Darlene Early
10480,15070,Warden Lipscom
942254,15070,Himeself
94353,15070,Marvin Bonds
65164,15070,Gat Boyz Rapper 1
37008,15070,Skinhead
1219489,15070,Tawnee Rawlins
8925,197082,Vanda
8789,197082,Thomas
2155,1548,Enid
1245,1548,Rebecca
884,1548,Seymour
51214,1548,Josh
12438,1548,Enid's Dad
8437,1548,Maxine
31714,1548,Dana
212,1548,"Gerrold, the Pushy Guy"
60846,1548,John Ellis
35701,1548,Doug
77338,1548,Joe
58511,1548,Sidewinder Boss
7796,1548,Roberta Allsworth
1269,12160,Wyatt Earp
6065,12160,Doc Holliday
193,12160,Nicholas Earp
57251,12160,Morgan Earp
20495,12160,Ike Clanton
59662,12160,Josie Marcus
19728,12160,Sheriff Johnny Behan
147,12160,Virgil Earp
11514,12160,Allie Earp
8984,12160,Ed Masterson
6588,12160,Big Nose Kate
3197,12160,Bat Masterson
10080,12160,Bessie Earp
51544,12160,Mattie Blaylock
16433,12160,Mr. Sutherland
16937,12160,Frank McLaury
2059,12160,Tom McLaury
49425,12160,Urilla Sutherland
36041,12160,Curly Bill Brocius
31362,12160,Young Wyatt
52462,12160,Virginia Earp
3,11120,Allie Fox
15735,11120,Mother Fox
741,11120,Charlie Fox
33688,11120,Mr. Haddy
17495,11120,Emily Spellgood
109470,11120,Reverend Spellgood
14835,11120,Mr. Polski
1206,11120,Hardware Clerk
11500,11120,Ma Kennywick
15010,10854,Karen Tunny
21318,10854,Sarah Tunny
56734,10854,Emma Tunny
18071,10854,Harold Thompson
29068,10854,Aaron Hanks
22018,10854,Bull Foreman
67244,10854,Sean
67247,10854,Russel
86653,20856,Tom Pearson
86654,20856,Jake Pearson
58478,20856,Stuart Pearson
58368,20856,Ricky Dillman
45863,20856,Rose Pearson
51857,20856,Sheriff Doug Armstrong
67600,20856,Bethany Pearson
118544,20856,Julie
287,14411,Sinbad
1922,14411,Marina
1160,14411,Eris
12763,14411,Proteus
352,14411,Kale
35257,14411,Dymas
35257,14411,Rat
12077,14411,Luca
3,8665,Alexei Vostrikov
3896,8665,Mikhail Polenin
133,8665,Vadim Radtchinko
14324,8665,Marshal Zelentsov
940,8665,Admiral Bratyeev
20425,8665,Dr. Savran
27659,8665,Partonov
55582,8665,Anatoly
55583,8665,Kornilov
55584,8665,Gorelov
55587,8665,Kuryshev
32204,8665,Kiklidze
55591,8665,Maxim
54414,8665,Grigori
122029,8665,Pavel
557840,8665,Anton
1038,1439,Anna Leonowens
1619,1439,König Mongkut
39126,1439,Tuptim
10993,1439,Louis Leonowens
9462,1439,General Alak
17161,1439,Lady Bradley
10746,1439,Lord John Bradley
1341,37472,Ip Man
62410,37472,Hung Chun-nam
20519,37472,Zhou Qing Quan
117760,37472,Cheung Wing-sing
130598,37472,Jin Shanzhao
240155,37472,Master Law
65966,37472,Fatso
12041,9816,Sara Johnson
11868,9816,Derek Reynolds
11703,9816,Chenille Reynolds
59568,9816,Malakai
11067,9816,Roy Johnson
36068,9816,Nikki
350,10329,Dr. Karen Ross
21043,10329,Dr. Peter Elliot
8874,10329,Captain Munro Kelly
13472,10329,Herkermer Homolka
31511,10329,Richard
10671,10329,R.B. Travis
23967,10329,Moira
52043,10329,Boyd
42970,10329,Eleanor Romy
14852,10329,College President:Elliot's Boss
8944,11675,Keri Tate
2299,11675,John Tate
55257,11675,Will Brennan
1812,11675,Molly Cartwell
24045,11675,Jimmy Howell
36424,11675,Ronald 'Ronny' Jones
58006,11675,Sarah Wainthrope
46530,11675,Charles 'Charlie' Deveraux
7302,11675,Norma Watson
150109,11675,Tony Allegre
35521,11675,Detective Matt Sampson
78494,11675,Detective 'Fitz' Fitzsimmons
4135,2322,Martin 'Marty' Bishop
16897,2322,Donald Crease
707,2322,Darren 'Mother' Roskow
11064,2322,Irwin 'Whistler' Emery
741,2322,Carl Arbegast
23881,2322,Dick Gordon
1581,2322,Liz
2282,2322,Cosmo
15152,2322,NSA Agent Bernard Abbott
10825,2322,Dr. Gunter Janek
23970,2322,Bank Teller
85421,2322,Homeless Man
154883,2322,Centurion S&L Night Guard
537,2322,Werner Brandes
62,11074,Det. Tom Hardy
520,11074,Jo Christman
1117,11074,Capt. Nick Detillo
3197,11074,Det. Danny Detillo
591,11074,Det. Eddie Eiler
7866,11074,Det. Jimmy Detillo
23881,11074,Tony Sacco
4251,11074,Lt. Vince Hardy
6861,11074,Dist. Atty. Frank Morris
11784,11074,Sgt. Fred Hardy
40393,14136,Jim Douglas
46944,14136,Carole Bennett
67393,14136,Tennessee Steinmetz
23586,14136,Havershaw
91254,14136,Mr. Wu
5825,14136,Peter Thorndyke
89834,14136,Police Sgt.
34509,14136,Carhop
5443,248611,Simon
54291,248611,Franck
53431,248611,Alice
1018984,248611,Myriam
1903,10150,Schmendrick (voice)
1229,10150,Prince Lir (voice)
12021,10150,Unicorn:Amalthea (voice)
63998,10150,Molly Grue (voice)
14730,10150,Mommy Fortuna (voice)
113,10150,King Haggard (voice)
12998,10150,The Tree (voice)
16422,10150,The Cat (voice)
4966,10150,Captain Cully:Harpy (voice)
26715,10150,The Butterfly (voice)
16417,10150,Mabruk (voice)
9807,10150,The Skull (voice)
16413,10150,Ruhk (voice)
84325,10150,Jack Jingley:Cully's Men (voice)
527393,84199,Dave Hodgman
52018,84199,Aubrey Miller
104561,84199,Simon Daldry
191228,84199,Jane Harmon
1046348,84199,Stella
970139,84199,Big Corporation
131642,84199,Aubrey's Dad
15286,84199,Aubrey's Mom
96349,84199,Erica #1
198812,84199,Brendan Meltzer
10205,10833,Max Conners
33259,10833,Page Conners
11477,10833,Dean Cumanno
193,10833,William B. Tensy
11662,10833,Jack Withrowe
10774,10833,Gloria Vogal
31714,10833,Nurse Gale Grey
4004,10833,Mr. Appel
4496,10833,Miss Madress
7404,10833,Linda
58225,10833,Bill
75463,10833,Dr. Arnold Davis
4,10833,Ms. Surpin
58478,10833,Man at the Bar
63,70577,Anna Marchant
86468,70577,Francine
20402,70577,Kerrest
26086,70577,Bryce
106965,70577,Bryce #8 (as Adam John Harrington)
65345,70577,Nina #6
2173,70577,Nina
19995,70577,Dr. Langenkamp
63564,70577,Kerrest #2
52395,70577,Lanyon
8223,573,Richard Ian Blaney
8224,573,Chief Inspector Oxford
8225,573,Robert Rusk
8226,573,Hetty Porter
8227,573,Barbara Jane ('Babs') Milligan
8228,573,Brenda Margaret Blaney
40943,573,Felix Forsythe
12657,573,Monica Barling
35314,573,Mrs. Oxford
33108,573,Johnny Porter
40966,573,Gladys
91663,573,Mr. Usher - Solicitor in Pub
84698,44678,Sara
78430,44678,Mel
4442,44678,Cory
64674,44678,The Colonel
133980,44678,Sal
70175,44678,Mrs. Taylor
61546,44678,Mr. Taylor
59240,44678,Sara's Mother
189690,44678,Mechanic
89552,44678,Tower Controller (voice)
45924,44678,Center Controller (voice)
16896,14624,Howard 'Red' Stevens
74472,14624,Jason Stevens
17140,14624,Emily Rose
58114,14624,Alexia
8854,14624,Mr. Theophillis 'Ted' Hamilton
16108,14624,Miss Hastings
23629,2292,Dante Hicks
23630,2292,Randal Graves
19302,2292,Jay
19303,2292,Silent Bob
20503,2292,Willam Black:Angry Hockey Playing Customer:Angry Mourner
23634,2292,Chewlie's Rep
8949,624,Wyatt
2778,624,Billy
8961,624,Connection
514,624,George Hanson
8962,624,Stranger on Highway
8963,624,Karen
8964,624,Mary
1243,11485,Virgil Starkwell
10558,11485,Louise
50835,11485,Fritz
69570,11485,Miss Blair
12898,72334,narrator
9278,13668,Gray
18082,13668,Fritz
19303,13668,Sam
65727,13668,Dennis
3196,13668,Maureen
10981,13668,Mrs. Douglas
32204,13668,Flower Delivery Guy
58800,13668,Caterer
23626,806,Robert Thorn
12041,806,Katherine Thorn
12042,806,Damien Thorn
11207,806,Keith Jennings
4935,806,Father Brennan
12021,806,Mrs. Baylock
12044,806,Vatican Observatory Priest
5658,806,Bugenhagen
11839,806,Tabloid Reporter
193,1632,Agent Rupert Anderson
5293,1632,Agent Alan Ward
3910,1632,Mrs. Pell
1370,1632,Deputy Clinton Pell
8655,1632,Mayor Tilman
2886,1632,Sheriff Ray Stuckey
537,1632,Clayton Townley
12132,1632,Frank Bailey
3201,1632,Lester Cowens
107009,1632,Agent Monk
14721,1632,Agent Bird
13936,1632,Eulogist
2144,1632,Agent Stokes
74358,15016,Barbie:Odette
59311,15016,Prince Daniel
7090,15016,Rothbart
145345,15016,Odile
74361,15016,Lila
45923,15016,Fairy Queen:Marie
3088,247,Johnny Clay
3336,247,Fay
3337,247,Val Cannon
3338,247,Marvin Unger
3339,247,George Peatty
3340,247,Sherry Peatty
2097,247,Randy Kennan
3341,247,Mike O'Reilly
3342,247,Track Parking Attendant
2758,247,Nikki Arcane
592,247,Tiny
3343,247,Leo the Loanshark
3345,247,Joe Piano - motel manager
3346,247,Mrs. Ruthie O'Reilly
3347,247,Mr. Grimes
19760,1378,Ceth
19765,1378,Caleb
18273,1378,Cheryl
